year,time,rank,song_title,artist,album
2021,38,149,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,38,150,구원자 (Feat. B.I),이하이,4 ONLY
2021,38,151,널 좋아하는 거 그만둘까 봐,전우성 (노을),널 좋아하는 거 그만둘까 봐
2021,38,152,넌 내게 반했어 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special 2
2021,38,153,제자리 걸음,V.O.S,제자리 걸음
2021,38,154,내사람,SG 워너비,The Precious History
2021,38,155,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,38,156,이게 나야 (Feat. CHANGMO (창모)),한요한,초희귀종
2021,38,157,가을 타나 봐,바이브 (Vibe),가을 타나 봐
2021,38,158,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2021,38,159,Pretty Savage,BLACKPINK,THE ALBUM
2021,38,160,Leave Before You Love Me,"Marshmello, Jonas Brothers",Leave Before You Love Me
2021,38,161,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,38,162,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,38,163,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2021,38,164,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,38,165,살다가,SG 워너비,살다가
2021,38,166,Shape of You,Ed Sheeran,÷ (Deluxe)
2021,38,167,주저하는 연인들을 위해,잔나비,전설
2021,38,168,Maniac,Conan Gray,Maniac
2021,38,169,부디,지아 (Zia),부디 (1st MAKE:UP)
2021,38,170,Ashes,Stellar,Ashes
2021,38,171,은근히 낯가려요 (Feat. RAVI),부끄뚱,은근히 낯가려요
2021,38,172,전쟁터 (with 이선희),AKMU (악뮤),NEXT EPISODE
2021,38,173,나인가요,백현 (BAEKHYUN),홍천기 OST Part.1
2021,38,174,미워요,임영웅,미워요 / 소나기
2021,38,175,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,38,176,안녕,폴킴,호텔 델루나 OST Part.10
2021,38,177,다시 사랑할 수 있을까,"백지영, 이홍기",다시 사랑할 수 있을까
2021,38,178,Stuck with U,"Ariana Grande, Justin Bieber",Stuck with U
2021,38,179,Better,보아 (BoA),BETTER - The 10th Album
2021,38,180,At My Worst,Pink Sweat$,The Prelude
2021,38,181,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2021,38,182,계단말고 엘리베이터,임영웅,계단말고 엘리베이터
2021,38,183,You can`t sit with us,선미,6분의1
2021,38,184,Love Yourself,Justin Bieber,Purpose (Deluxe Edition)
2021,38,185,머리어깨무릎발 (Feat. 원슈타인),이하이,4 ONLY
2021,38,186,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
2021,38,187,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,38,188,난 너를 사랑해,MSG워너비,난 너를 사랑해
2021,38,189,은하수를 닮은 너에게 (Feat.몰리디),경서예지,은하수를 닮은 너에게
2021,38,190,WE GO,프로미스나인 (fromis_9),9 WAY TICKET
2021,38,191,체념,"정상동기 (김정수, 정기석, 이동휘, 이상이)",MSG워너비 TOP 8 경연곡
2021,38,192,가을 아침,아이유 (IU),꽃갈피 둘
2021,38,193,사랑의 아픔 딛고,임영웅,사랑의 콜센타 PART65
2021,38,194,When We Disco (Duet with 선미),박진영,When We Disco
2021,38,195,Angel Baby,Troye Sivan,Angel Baby
2021,38,196,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2021,38,197,눈물을 훔친다 (금혼령 X 김종국),김종국,눈물을 훔친다 (금혼령 X 김종국) OST
2021,38,198,Believer,Imagine Dragons,Evolve
2021,38,199,Way Back Home,숀 (SHAUN),Take
2021,38,200,너 하나야 (낮에 뜨는 달 X 길구봉구),길구봉구,너 하나야 (낮에 뜨는 달 X 길구봉구) OST
2021,39,1,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,39,2,신호등,이무진,신호등
2021,39,3,Next Level,aespa,Next Level
2021,39,4,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,39,5,Sticker,NCT 127,Sticker - The 3rd Album
2021,39,6,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,39,7,Weekend,태연 (TAEYEON),Weekend
2021,39,8,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,39,9,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,39,10,Queendom,레드벨벳(Red Velvet),Queendom - The 6th Mini Album
2021,39,11,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5
2021,39,12,Butter,방탄소년단,Butter
2021,39,13,DUMB DUMB,전소미,DUMB DUMB
2021,39,14,가을 타나 봐,이무진,가을 타나 봐 (REVIBE Vol.4)
2021,39,15,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST
2021,39,16,Bad Habits,Ed Sheeran,Bad Habits
2021,39,17,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,39,18,My Universe,"Coldplay, 방탄소년단",My Universe
2021,39,19,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,39,20,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,39,21,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1
2021,39,22,Dynamite,방탄소년단,Dynamite
2021,39,23,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,39,24,라일락,아이유 (IU),5th Album `LILAC`
2021,39,25,고백,멜로망스(Melomance),세 번째 `고백`
2021,39,26,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`
2021,39,27,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021)
2021,39,28,Celebrity,아이유 (IU),Celebrity
2021,39,29,ASAP,STAYC(스테이씨),STAYDOM
2021,39,30,색안경 (STEREOTYPE),STAYC(스테이씨),STEREOTYPE
2021,39,31,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2
2021,39,32,Butterfly,전미도,슬기로운 의사생활 시즌2 OST Part 12
2021,39,33,빨간 립스틱 (Feat. 윤미래),이하이,4 ONLY
2021,39,34,하루만 더,빅마마 (BigMama),하루만 더
2021,39,35,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix
2021,39,36,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album
2021,39,37,Hey Mama (Feat. Nicki Minaj & Afrojack),David Guetta,Listen (Deluxe)
2021,39,38,Alcohol-Free,TWICE,Taste of Love
2021,39,39,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2021,39,40,치맛바람 (Chi Mat Ba Ram),브레이브걸스 (Brave Girls),Summer Queen
2021,39,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2021,39,42,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2021,39,43,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2021,39,44,산책,백예린,선물
2021,39,45,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),Red Moon : Beyond The Light
2021,39,46,Lovesick Girls,BLACKPINK,THE ALBUM
2021,39,47,운전만해 (We Ride),브레이브걸스 (Brave Girls),We Ride
2021,39,48,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,39,49,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,39,50,Off My Face,Justin Bieber,Justice
2021,39,51,Timeless,SG 워너비,SG Wanna Be+
2021,39,52,여전히 아름다운지,세븐틴,슬기로운 의사생활 시즌2 OST Part 8
2021,39,53,상상더하기,라붐 (LABOUM),Fresh Adventure
2021,39,54,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,39,55,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
2021,39,56,Blueming,아이유 (IU),Love poem
2021,39,57,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,39,58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,39,59,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,39,60,Lemonade,NCT 127,Sticker - The 3rd Album
2021,39,61,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,39,62,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,39,63,멜로디,ASH ISLAND,멜로디
2021,39,64,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2021,39,65,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,39,66,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,39,67,2002,Anne-Marie,Speak Your Mind (Deluxe)
2021,39,68,BRAIN,양요섭,Chocolate Box
2021,39,69,나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집
2021,39,70,슈퍼스타,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 6
2021,39,71,너 하나야 (낮에 뜨는 달 X 길구봉구),길구봉구,너 하나야 (낮에 뜨는 달 X 길구봉구) OST
2021,39,72,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아
2021,39,73,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,39,74,봄날,방탄소년단,YOU NEVER WALK ALONE
2021,39,75,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,39,76,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래
2021,39,77,고백,10cm,두 번째 `고백`
2021,39,78,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,39,79,METEOR,창모 (CHANGMO),Boyhood
2021,39,80,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,39,81,Life Goes On,방탄소년단,BE
2021,39,82,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여
2021,39,83,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,39,84,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,39,85,언젠가는,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 12
2021,39,86,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,39,87,12:45 (Stripped),Etham,12:45 (Stripped)
2021,39,88,Memories,Maroon 5,Memories
2021,39,89,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,39,90,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,39,91,회상,정경호,슬기로운 의사생활 시즌2 OST Part 9
2021,39,92,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
2021,39,93,고백,장범준,첫 번째 `고백`
2021,39,94,라라라,SG 워너비,My Friend
2021,39,95,Road Trip,NCT 127,Sticker - The 3rd Album
2021,39,96,LALISA,리사 (LISA),LALISA
2021,39,97,LOCO,ITZY (있지),CRAZY IN LOVE
2021,39,98,어떻게 지내,오반 (OVAN),어떻게 지내
2021,39,99,하늘을 달리다,HYNN(박혜원),슬기로운 의사생활 시즌2 OST Part 11
2021,39,100,벌써 일년 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,39,101,PING PONG,현아 & 던,1+1=1
2021,39,102,내일의 나에게 (The Rainy Night),NCT 127,Sticker - The 3rd Album
2021,39,103,Antifreeze,백예린,선물
2021,39,104,그대라는 사치,임영웅,사랑의 콜센타 PART62
2021,39,105,Coin,아이유 (IU),5th Album `LILAC`
2021,39,106,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2021,39,107,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56
2021,39,108,밤편지,아이유 (IU),밤편지
2021,39,109,Breakfast,NCT 127,Sticker - The 3rd Album
2021,39,110,Dreamer,NCT 127,Sticker - The 3rd Album
2021,39,111,On The Ground,로제 (ROSE),R
2021,39,112,HERO,임영웅,HERO
2021,39,113,Love poem,아이유 (IU),Love poem
2021,39,114,퇴근버스,전상근,"이별 후, 첫 번째"
2021,39,115,How You Like That,BLACKPINK,How You Like That
2021,39,116,허리춤,오반 (OVAN),허리춤
2021,39,117,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2021,39,118,같은 시선 (Focus),NCT 127,Sticker - The 3rd Album
2021,39,119,Dance Monkey,Tones And I,Dance Monkey
2021,39,120,다시 만나는 날 (Promise You),NCT 127,Sticker - The 3rd Album
2021,39,121,넌 좋은 사람,SG 워너비,넌 좋은 사람
2021,39,122,나는 너 좋아,장범준,슬기로운 의사생활 시즌2 OST Part 3
2021,39,123,왜? 날,백예린,선물
2021,39,124,끝이라고 말할 것 같았어 (Too Late),황치열,끝이라고 말할 것 같았어
2021,39,125,너를 생각해,주시크 (Joosiq),너를 생각해
2021,39,126,끝사랑,임영웅,사랑의 콜센타 PART61
2021,39,127,Magic Carpet Ride,NCT 127,Sticker - The 3rd Album
2021,39,128,Kiss Me More (Feat. SZA),Doja Cat,Kiss Me More
2021,39,129,잊었니,임영웅,사랑의 콜센타 PART60
2021,39,130,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
2021,39,131,그럴때마다,백예린,선물
2021,39,132,Tiny Riot,Sam Ryder,Tiny Riot
2021,39,133,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST
2021,39,134,Black Mamba,aespa,Black Mamba
2021,39,135,Far,NCT 127,Sticker - The 3rd Album
2021,39,136,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,39,137,그때의 우리,먼데이 키즈 (Monday Kiz),그때의 우리
2021,39,138,Better,보아 (BoA),BETTER - The 10th Album
2021,39,139,Bk Love,임영웅,뽕숭아학당 PART23
2021,39,140,너에게,유연석,슬기로운 의사생활 시즌2 OST Part 7
2021,39,141,너를 만나,폴킴,너를 만나
2021,39,142,It`s My Life,윤미래,슬기로운 의사생활 시즌2 OST Part 10
2021,39,143,한계,백예린,선물
2021,39,144,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2021,39,145,parachute,John K,love + everything else
2021,39,146,도망가자 (Run With Me),선우정아,Serenade
2021,39,147,Bring The Noize,NCT 127,Sticker - The 3rd Album
2021,39,148,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2021,39,149,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
2021,39,150,Bad,Christopher,Bad
2021,39,151,마.피.아. In the morning,ITZY (있지),GUESS WHO
2021,39,152,Don`t Start Now,Dua Lipa,Don`t Start Now
2021,39,153,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2021,39,154,My Romance,CHEEZE (치즈),갯마을 차차차 OST Part 3
2021,39,155,Shivers,Ed Sheeran,Shivers
2021,39,156,로맨틱 선데이,카더가든,갯마을 차차차 OST Part 1
2021,39,157,보고 싶었어 가을 (금혼령 X 한동근),한동근,보고 싶었어 가을 (금혼령 X 한동근) OST
2021,39,158,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2021,39,159,사진을 보다가,다비치,사진을 보다가 (REVIBE Vol.2)
2021,39,160,ONLY,이하이,ONLY
2021,39,161,가을 타나 봐,바이브 (Vibe),가을 타나 봐
2021,39,162,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2021,39,163,하늘 땅 바다만큼 (mumumumuch),마마무 (Mamamoo),I SAY MAMAMOO : THE BEST
2021,39,164,주저하는 연인들을 위해,잔나비,전설
2021,39,165,추적이는 여름 비가 되어,장범준,장범준 싱글
2021,39,166,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,39,167,넌 내게 반했어 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special 2
2021,39,168,담아 갈게,이무진,담아 갈게
2021,39,169,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,39,170,Shape of You,Ed Sheeran,÷ (Deluxe)
2021,39,171,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,39,172,Pretty Savage,BLACKPINK,THE ALBUM
2021,39,173,미워요,임영웅,미워요 / 소나기
2021,39,174,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2021,39,175,Ashes,Stellar,Ashes
2021,39,176,오늘은 가지마 (2021),환희,오늘은 가지마 (2021)
2021,39,177,Leave Before You Love Me,"Marshmello, Jonas Brothers",Leave Before You Love Me
2021,39,178,Maniac,Conan Gray,Maniac
2021,39,179,내사람,SG 워너비,The Precious History
2021,39,180,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,39,181,계단말고 엘리베이터,임영웅,계단말고 엘리베이터
2021,39,182,어느 햇살 좋은 날,케이시 (Kassy),갯마을 차차차 OST Part 2
2021,39,183,Love Yourself,Justin Bieber,Purpose (Deluxe Edition)
2021,39,184,은근히 낯가려요 (Feat. RAVI),부끄뚱,은근히 낯가려요
2021,39,185,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,39,186,살다가,SG 워너비,살다가
2021,39,187,안녕,폴킴,호텔 델루나 OST Part.10
2021,39,188,Stuck with U,"Ariana Grande, Justin Bieber",Stuck with U
2021,39,189,At My Worst,Pink Sweat$,The Prelude
2021,39,190,제자리 걸음,V.O.S,제자리 걸음
2021,39,191,가을 아침,아이유 (IU),꽃갈피 둘
2021,39,192,해운대,순순희,해운대
2021,39,193,가을 상자 (With 이석훈),조유리,가을 상자
2021,39,194,이게 나야 (Feat. CHANGMO (창모)),한요한,초희귀종
2021,39,195,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2021,39,196,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,39,197,전쟁터 (with 이선희),AKMU (악뮤),NEXT EPISODE
2021,39,198,Believer,Imagine Dragons,Evolve
2021,39,199,Way Back Home,숀 (SHAUN),Take
2021,39,200,사랑의 아픔 딛고,임영웅,사랑의 콜센타 PART65
2021,40,1,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,40,2,My Universe,"Coldplay, 방탄소년단",My Universe
2021,40,3,신호등,이무진,신호등
2021,40,4,Next Level,aespa,Next Level
2021,40,5,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,40,6,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,40,7,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,40,8,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,40,9,Weekend,태연 (TAEYEON),Weekend
2021,40,10,Butter,방탄소년단,Butter
2021,40,11,Queendom,레드벨벳(Red Velvet),Queendom - The 6th Mini Album
2021,40,12,Bad Habits,Ed Sheeran,Bad Habits
2021,40,13,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5
2021,40,14,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST
2021,40,15,DUMB DUMB,전소미,DUMB DUMB
2021,40,16,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,40,17,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,40,18,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,40,19,가을 타나 봐,이무진,가을 타나 봐 (REVIBE Vol.4)
2021,40,20,고백,멜로망스(Melomance),세 번째 `고백`
2021,40,21,Dynamite,방탄소년단,Dynamite
2021,40,22,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1
2021,40,23,라일락,아이유 (IU),5th Album `LILAC`
2021,40,24,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,40,25,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021)
2021,40,26,Celebrity,아이유 (IU),Celebrity
2021,40,27,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`
2021,40,28,LOCO,ITZY (있지),CRAZY IN LOVE
2021,40,29,색안경 (STEREOTYPE),STAYC(스테이씨),STEREOTYPE
2021,40,30,ASAP,STAYC(스테이씨),STAYDOM
2021,40,31,Sticker,NCT 127,Sticker - The 3rd Album
2021,40,32,Hey Mama (Feat. Nicki Minaj & Afrojack),David Guetta,Listen (Deluxe)
2021,40,33,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2
2021,40,34,BAD LOVE,키 (KEY),BAD LOVE - The 1st Mini Album
2021,40,35,하루만 더,빅마마 (BigMama),하루만 더
2021,40,36,고백,어반 자카파 (Urban Zakapa),네 번째 `고백`
2021,40,37,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix
2021,40,38,빨간 립스틱 (Feat. 윤미래),이하이,4 ONLY
2021,40,39,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2021,40,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2021,40,41,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),Red Moon : Beyond The Light
2021,40,42,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2021,40,43,Alcohol-Free,TWICE,Taste of Love
2021,40,44,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2021,40,45,너를 생각해,주시크 (Joosiq),너를 생각해
2021,40,46,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,40,47,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album
2021,40,48,Lovesick Girls,BLACKPINK,THE ALBUM
2021,40,49,치맛바람 (Chi Mat Ba Ram),브레이브걸스 (Brave Girls),Summer Queen
2021,40,50,Off My Face,Justin Bieber,Justice
2021,40,51,운전만해 (We Ride),브레이브걸스 (Brave Girls),We Ride
2021,40,52,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
2021,40,53,Timeless,SG 워너비,SG Wanna Be+
2021,40,54,Blueming,아이유 (IU),Love poem
2021,40,55,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,40,56,CHERRY,AB6IX (에이비식스),MO` COMPLETE
2021,40,57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,40,58,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,40,59,산책,백예린,선물
2021,40,60,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,40,61,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,40,62,상상더하기,라붐 (LABOUM),Fresh Adventure
2021,40,63,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,40,64,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2021,40,65,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,40,66,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,40,67,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,40,68,봄날,방탄소년단,YOU NEVER WALK ALONE
2021,40,69,멜로디,ASH ISLAND,멜로디
2021,40,70,2002,Anne-Marie,Speak Your Mind (Deluxe)
2021,40,71,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,40,72,나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집
2021,40,73,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,40,74,고백,10cm,두 번째 `고백`
2021,40,75,Butterfly,전미도,슬기로운 의사생활 시즌2 OST Part 12
2021,40,76,여전히 아름다운지,세븐틴,슬기로운 의사생활 시즌2 OST Part 8
2021,40,77,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,40,78,Life Goes On,방탄소년단,BE
2021,40,79,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래
2021,40,80,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,40,81,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),이해리,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)) OST
2021,40,82,METEOR,창모 (CHANGMO),Boyhood
2021,40,83,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,40,84,너 하나야 (낮에 뜨는 달 X 길구봉구),길구봉구,너 하나야 (낮에 뜨는 달 X 길구봉구) OST
2021,40,85,전화 한 번 못하니,신예영,전화 한 번 못하니 (너에게 하고 싶은 말 X 신예영)
2021,40,86,12:45 (Stripped),Etham,12:45 (Stripped)
2021,40,87,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,40,88,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,40,89,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,40,90,Memories,Maroon 5,Memories
2021,40,91,빛이 되어줘,김재환,갯마을 차차차 OST Part 5
2021,40,92,Lemonade,NCT 127,Sticker - The 3rd Album
2021,40,93,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여
2021,40,94,슈퍼스타,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 6
2021,40,95,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,40,96,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아
2021,40,97,고백,장범준,첫 번째 `고백`
2021,40,98,너와 나는 이제 남이니까,이소정,너와 나는 이제 남이니까
2021,40,99,그대라는 사치,임영웅,사랑의 콜센타 PART62
2021,40,100,라라라,SG 워너비,My Friend
2021,40,101,PING PONG,현아 & 던,1+1=1
2021,40,102,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
